City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Batemans Bay,AU,2022-05-29 15:54:40,-35.7167,150.1833,52.11,77,0,6.53
281,Sur,OM,2022-05-29 15:54:40,22.5667,59.5289,90.16,55,0,11.23
282,Xuddur,SO,2022-05-29 15:54:40,4.1213,43.8894,78.64,60,96,14.7
283,Havelock,US,2022-05-29 15:54:41,34.8791,-76.9013,85.98,69,0,5.99
284,Bedele,ET,2022-05-29 15:54:41,8.456,36.353,63.12,69,100,2.53
285,Jackson,US,2022-05-29 15:54:41,42.4165,-122.8345,51.15,75,89,5.01
286,Lianzhou,CN,2022-05-29 15:54:42,24.7811,112.3825,76.55,95,100,3.33
287,Doume,CM,2022-05-29 15:54:42,4.2333,13.45,82.09,56,77,2.8
288,Benguela,AO,2022-05-29 15:54:42,-12.5763,13.4055,73.9,77,9,6.8
289,Nome,US,2022-05-29 15:54:42,64.5011,-165.4064,35.67,87,20,0.0
290,Sorland,NO,2022-05-29 15:54:43,67.667,12.6934,51.66,81,68,13.78
291,Haukipudas,FI,2022-05-29 15:54:43,65.1765,25.3523,64.15,73,80,6.42
